#NET=AH,STA=ANQ,MINCC=0.80,XYFILE=AH.ANQ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|CHY|158|1.52|6.77|1.29|5.12|2011-01-13T16:16:00Z|2013-09-01T11:52:00Z
LN|CHY||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=DDO,MINCC=0.80,XYFILE=LN.DDO.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|DDO|75|-2.51|6.42|-1.91|4.31|2007-07-30T22:42:00Z|2008-03-18T08:22:00Z
LN|DDO|1|-10.83|NA|-10.83|0.00|2008-03-20T14:10:00Z|2008-03-20T14:10:00Z
LN|DDO|79|-2.68|5.00|-1.83|5.07|2008-03-20T22:32:00Z|2009-02-12T00:03:00Z
LN|DDO|4|-11.41|5.93|-11.34|7.41|2009-02-12T03:49:00Z|2009-02-12T13:15:00Z
LN|DDO|329|-1.02|5.01|-0.47|4.20|2009-02-18T21:53:00Z|2013-09-01T11:52:00Z
LN|DDO||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=DL2,MINCC=0.80,XYFILE=LN.DL2.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|DL2|147|1.14|5.07|1.17|3.29|2008-05-20T13:53:00Z|2010-04-16T01:45:00Z
LN|DL2|1|4.83|NA|4.83|0.00|2010-04-17T23:15:00Z|2010-04-17T23:15:00Z
LN|DL2|223|0.63|4.17|0.54|3.16|2010-04-21T17:20:00Z|2013-09-01T11:52:00Z
LN|DL2||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=FKU,MINCC=0.80,XYFILE=LN.FKU.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|FKU|279|3.59|5.27|3.73|4.91|2007-07-30T22:42:00Z|2011-08-20T18:19:00Z
LN|FKU|1|0.88|NA|0.88|0.00|2011-08-22T20:12:00Z|2011-08-22T20:12:00Z
LN|FKU|120|3.41|4.79|3.24|4.20|2011-08-24T23:06:00Z|2013-09-01T11:52:00Z
LN|FKU||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=FSH,MINCC=0.80,XYFILE=LN.FSH.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|FSH|479|-18.70|5.30|-19.54|4.24|2007-07-30T22:42:00Z|2013-02-16T04:37:00Z
LN|FSH|27|-0.40|4.76|-1.60|2.24|2013-03-13T03:12:00Z|2013-09-01T11:52:00Z
LN|FSH||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=FXI,MINCC=0.80,XYFILE=LN.FXI.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|FXI|325|-0.53|4.14|-0.37|2.85|2007-07-30T22:42:00Z|2013-09-01T11:52:00Z
LN|FXI||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=GAX,MINCC=0.80,XYFILE=LN.GAX.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|GAX|63|-1.69|10.89|0.19|4.21|2007-07-30T22:42:00Z|2008-05-09T21:51:00Z
LN|GAX|136|-81.09|6.49|-80.99|4.64|2008-05-18T12:17:00Z|2009-10-15T12:11:00Z
LN|GAX|1|-81.99|NA|-81.99|0.00|2009-10-15T18:33:00Z|2009-10-15T18:33:00Z
LN|GAX|249|-80.79|17.13|-81.91|4.24|2009-10-16T09:52:00Z|2013-04-06T04:42:00Z
LN|GAX|32|176.75|6.34|177.55|6.04|2013-04-09T11:52:00Z|2013-09-01T11:52:00Z
LN|GAX||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=GUS,MINCC=0.80,XYFILE=LN.GUS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|GUS|149|-3.15|5.67|-2.91|3.42|2007-07-30T22:42:00Z|2009-02-22T17:45:00Z
LN|GUS|1|-2.39|NA|-2.39|0.00|2009-03-16T14:15:00Z|2009-03-16T14:15:00Z
LN|GUS|244|-3.49|4.72|-3.87|4.04|2009-03-18T09:03:00Z|2013-02-11T20:09:00Z
LN|GUS|24|0.29|3.44|0.20|3.17|2013-02-14T13:13:00Z|2013-09-01T11:52:00Z
LN|GUS||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=HSH,MINCC=0.80,XYFILE=LN.HSH.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|HSH|231|-1.42|4.14|-1.47|3.85|2007-07-30T22:42:00Z|2013-09-01T11:52:00Z
LN|HSH||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=HUR,MINCC=0.80,XYFILE=LN.HUR.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|HUR|133|12.47|6.19|12.84|5.01|2007-07-30T22:42:00Z|2008-10-21T13:00:00Z
LN|HUR|1|9.06|NA|9.06|0.00|2008-10-22T12:55:00Z|2008-10-22T12:55:00Z
LN|HUR|100|12.21|8.22|13.33|5.96|2008-10-23T10:04:00Z|2010-03-04T14:02:00Z
LN|HUR|1|12.59|NA|12.59|0.00|2010-03-05T16:07:00Z|2010-03-05T16:07:00Z
LN|HUR|207|13.14|5.39|13.79|4.98|2010-03-13T02:53:00Z|2013-02-06T00:07:00Z
LN|HUR|37|0.51|6.86|0.36|6.64|2013-02-23T08:59:00Z|2013-09-01T11:52:00Z
LN|HUR||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=HXQ,MINCC=0.80,XYFILE=LN.HXQ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|HXQ|403|-4.30|5.50|-4.72|4.91|2007-07-30T22:42:00Z|2013-01-21T22:22:00Z
LN|HXQ|30|4.90|5.19|5.19|6.99|2013-02-06T00:07:00Z|2013-09-01T11:52:00Z
LN|HXQ||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=JCA,MINCC=0.80,XYFILE=LN.JCA.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|JCA|3|-3.72|12.84|-1.02|12.71|2007-07-30T22:42:00Z|2007-08-02T03:21:00Z
LN|JCA|1|5.99|NA|5.99|0.00|2007-08-05T09:28:00Z|2007-08-05T09:28:00Z
LN|JCA|176|5.28|5.93|5.75|3.08|2007-08-08T17:04:00Z|2009-05-12T03:30:00Z
LN|JCA|1|0.60|NA|0.60|0.00|2009-05-12T12:38:00Z|2009-05-12T12:38:00Z
LN|JCA|289|5.31|4.30|5.53|3.02|2009-05-13T08:54:00Z|2013-02-06T00:07:00Z
LN|JCA|36|0.43|2.95|0.65|1.80|2013-02-07T00:30:00Z|2013-09-01T11:52:00Z
LN|JCA||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=JZH,MINCC=0.80,XYFILE=LN.JZH.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|JZH|12|-1.53|14.12|-4.97|1.68|2007-07-30T22:42:00Z|2007-09-12T16:37:00Z
LN|JZH|1|-1.67|NA|-1.67|0.00|2007-09-12T23:49:00Z|2007-09-12T23:49:00Z
LN|JZH|290|-4.67|4.53|-4.62|2.92|2007-09-13T03:35:00Z|2010-09-11T11:43:00Z
LN|JZH|1|-2.58|NA|-2.58|0.00|2010-09-23T12:53:00Z|2010-09-23T12:53:00Z
LN|JZH|168|-4.80|3.69|-4.50|2.77|2010-09-29T17:10:00Z|2013-02-16T04:37:00Z
LN|JZH|35|0.03|3.68|-0.47|3.51|2013-02-23T08:59:00Z|2013-09-01T11:52:00Z
LN|JZH||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=KDN,MINCC=0.80,XYFILE=LN.KDN.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|KDN|270|-2.48|4.43|-2.85|4.22|2007-07-30T22:42:00Z|2010-05-27T17:14:00Z
LN|KDN|272|-0.14|5.37|0.06|4.54|2010-05-31T10:16:00Z|2013-09-01T11:52:00Z
LN|KDN||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=LHT,MINCC=0.80,XYFILE=LN.LHT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|LHT|258|5.03|5.39|4.02|3.91|2007-07-30T22:42:00Z|2013-09-01T11:52:00Z
LN|LHT||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=LYA,MINCC=0.80,XYFILE=LN.LYA.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|LYA|489|15.48|4.15|15.62|3.07|2007-07-30T22:42:00Z|2013-02-06T00:07:00Z
LN|LYA|43|0.36|3.67|0.05|3.13|2013-02-07T00:30:00Z|2013-09-01T11:52:00Z
LN|LYA||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=LYN,MINCC=0.80,XYFILE=LN.LYN.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|LYN|302|-4.53|5.98|-4.72|4.73|2007-08-01T17:08:00Z|2013-09-01T11:52:00Z
LN|LYN||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=MQI,MINCC=0.80,XYFILE=LN.MQI.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|MQI|30|-7.56|8.20|-6.60|4.83|2007-07-30T22:42:00Z|2007-10-04T12:40:00Z
LN|MQI|1|-4.55|NA|-4.55|0.00|2007-10-10T00:19:00Z|2007-10-10T00:19:00Z
LN|MQI|435|-5.78|6.58|-5.90|4.51|2007-10-16T21:05:00Z|2012-12-15T19:30:00Z
LN|MQI|1|-28.87|NA|-28.87|0.00|2012-12-17T09:16:00Z|2012-12-17T09:16:00Z
LN|MQI|1|13.58|NA|13.58|0.00|2012-12-21T22:28:00Z|2012-12-21T22:28:00Z
LN|MQI|41|-0.82|5.50|-1.09|3.53|2013-01-05T08:58:00Z|2013-09-01T11:52:00Z
LN|MQI||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=NAP,MINCC=0.80,XYFILE=LN.NAP.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|NAP|332|7.64|3.95|7.35|2.88|2007-07-30T22:42:00Z|2013-02-07T00:30:00Z
LN|NAP|13|3.68|6.49|1.40|3.59|2013-02-10T18:39:00Z|2013-05-24T03:47:00Z
LN|NAP|2|11.67|15.49|11.67|16.24|2013-05-26T06:08:00Z|2013-06-01T14:10:00Z
LN|NAP|9|0.85|4.04|0.06|1.07|2013-06-02T20:08:00Z|2013-09-01T11:52:00Z
LN|NAP||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=QYU,MINCC=0.80,XYFILE=LN.QYU.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|QYU|106|-16.35|12.34|-18.48|8.64|2007-08-08T17:04:00Z|2013-04-16T10:44:00Z
LN|QYU|9|-0.97|7.77|-2.17|8.14|2013-05-23T17:19:00Z|2013-09-01T11:52:00Z
LN|QYU||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=SHS,MINCC=0.80,XYFILE=LN.SHS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|SHS|224|0.76|9.49|1.76|7.26|2007-07-30T22:42:00Z|2011-10-06T07:37:00Z
LN|SHS|6|18.59|15.34|17.33|4.87|2011-10-08T08:53:00Z|2011-11-09T21:52:00Z
LN|SHS|29|-1.87|7.85|-0.76|6.23|2011-11-14T04:05:00Z|2013-09-01T11:52:00Z
LN|SHS||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=SNY,MINCC=0.80,XYFILE=LN.SNY.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|SNY|461|-2.03|5.62|-2.53|5.23|2007-07-30T22:42:00Z|2013-09-01T11:52:00Z
LN|SNY||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=SUZ,MINCC=0.80,XYFILE=LN.SUZ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|SUZ|90|159.22|26.03|162.37|3.82|2010-06-24T05:32:00Z|2013-01-05T08:58:00Z
LN|SUZ|1|-1.09|NA|-1.09|0.00|2013-02-06T00:07:00Z|2013-02-06T00:07:00Z
LN|SUZ|29|-0.53|4.54|0.02|4.49|2013-02-07T00:30:00Z|2013-09-01T11:52:00Z
LN|SUZ||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=TIL,MINCC=0.80,XYFILE=LN.TIL.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|TIL|40|-9.31|6.97|-10.79|6.35|2007-07-30T22:42:00Z|2007-12-19T09:30:00Z
LN|TIL|3|4.03|9.47|7.48|5.66|2007-12-21T07:23:00Z|2007-12-22T07:11:00Z
LN|TIL|206|-5.81|7.36|-6.23|5.93|2007-12-22T12:26:00Z|2011-07-16T19:59:00Z
LN|TIL|1|-4.77|NA|-4.77|0.00|2011-08-24T23:06:00Z|2011-08-24T23:06:00Z
LN|TIL|80|-8.05|5.70|-8.79|5.67|2011-09-12T22:44:00Z|2012-10-17T04:42:00Z
LN|TIL|48|-0.38|7.81|-0.27|8.74|2012-10-20T23:00:00Z|2013-09-01T11:52:00Z
LN|TIL||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=WFD,MINCC=0.80,XYFILE=LN.WFD.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|WFD|100|-6.04|5.59|-6.31|3.33|2007-07-30T22:42:00Z|2009-01-03T22:33:00Z
LN|WFD|1|-10.54|NA|-10.54|0.00|2009-01-06T22:48:00Z|2009-01-06T22:48:00Z
LN|WFD|91|-6.33|5.12|-5.95|2.88|2009-01-15T07:27:00Z|2010-07-26T17:08:00Z
LN|WFD|1|-6.32|NA|-6.32|0.00|2010-07-29T07:31:00Z|2010-07-29T07:31:00Z
LN|WFD|22|-5.85|3.70|-5.58|1.91|2010-08-04T07:15:00Z|2011-02-10T14:39:00Z
LN|WFD|120|-2.43|4.52|-2.01|3.84|2011-02-21T10:57:00Z|2013-09-01T11:52:00Z
LN|WFD||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=XFN,MINCC=0.80,XYFILE=LN.XFN.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|XFN|445|-1.56|4.27|-1.63|3.83|2007-07-30T22:42:00Z|2013-02-23T08:59:00Z
LN|XFN|30|-5.07|3.84|-5.04|3.42|2013-04-06T04:42:00Z|2013-09-01T11:52:00Z
LN|XFN||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=XMN,MINCC=0.80,XYFILE=LN.XMN.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|XMN|312|-1.18|5.31|-1.89|4.58|2007-07-30T22:42:00Z|2010-10-08T03:26:00Z
LN|XMN|2|8.93|21.39|8.93|22.42|2010-10-10T06:08:00Z|2010-10-12T10:21:00Z
LN|XMN|194|-1.24|5.44|-1.92|4.86|2010-10-12T12:02:00Z|2013-09-01T11:52:00Z
LN|XMN||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=XYN,MINCC=0.80,XYFILE=LN.XYN.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|XYN|188|4.06|4.78|3.91|3.71|2007-08-01T17:08:00Z|2009-08-10T04:06:00Z
LN|XYN|78|-16.57|3.25|-16.55|3.12|2009-08-13T11:17:00Z|2010-08-04T12:58:00Z
LN|XYN|193|-20.11|4.17|-20.42|3.34|2010-08-10T05:23:00Z|2013-02-23T14:31:00Z
LN|XYN|36|-2.34|5.55|-1.19|3.97|2013-03-13T03:12:00Z|2013-09-01T11:52:00Z
LN|XYN||||||2013-09-01T11:52:00Z|NULL
#NET=LN,STA=YKO,MINCC=0.80,XYFILE=LN.YKO.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LN|YKO|20|191.30|28.79|188.08|18.60|2007-08-01T17:08:00Z|2008-03-12T11:23:00Z
LN|YKO|36|167.79|33.37|176.53|17.75|2008-03-18T08:22:00Z|2008-10-28T23:09:00Z
LN|YKO|2|139.16|52.59|139.16|55.13|2008-10-29T11:32:00Z|2008-11-07T07:19:00Z
LN|YKO|16|203.30|35.33|192.13|40.61|2008-11-07T16:04:00Z|2009-04-06T01:32:00Z
LN|YKO|74|180.54|34.48|181.93|24.75|2009-05-12T01:26:00Z|2011-01-09T10:03:00Z
LN|YKO|128|0.29|5.19|0.14|4.39|2011-01-13T16:16:00Z|2013-09-01T11:52:00Z
LN|YKO||||||2013-09-01T11:52:00Z|NULL
#NET=LW,STA=LAK,MINCC=0.80,XYFILE=LW.LAK.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LW|LAK|154|1.98|7.89|1.56|7.27|2008-05-02T01:33:00Z|2013-05-18T05:48:00Z
LW|LAK||||||2013-05-18T05:48:00Z|NULL
#NET=LW,STA=LAP,MINCC=0.80,XYFILE=LW.LAP.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
LW|LAP|162|-1.34|5.46|-1.77|4.83|2008-05-02T01:33:00Z|2013-09-04T00:18:00Z
LW|LAP||||||2013-09-04T00:18:00Z|NULL
#NET=MM,STA=MYI,MINCC=0.80,XYFILE=MM.MYI.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
MM|MYI|2|-38.20|33.71|-38.20|35.34|2010-04-11T09:40:00Z|2010-04-17T23:15:00Z
MM|MYI|1|6.93|NA|6.93|0.00|2010-04-24T07:41:00Z|2010-04-24T07:41:00Z
MM|MYI|30|5.67|6.06|5.72|3.24|2010-05-03T10:27:00Z|2012-10-23T08:53:00Z
MM|MYI|2|-10.68|46.82|-10.68|49.08|2012-11-16T18:12:00Z|2012-11-19T09:44:00Z
MM|MYI|4|19.32|35.36|32.92|14.52|2012-12-02T00:54:00Z|2013-09-04T00:18:00Z
MM|MYI|0|NA|NA|NA|NA|NA|2013-09-04T00:18:00Z
MM|MYI||||||2013-09-04T00:18:00Z|NULL
#NET=MM,STA=NAM,MINCC=0.80,XYFILE=MM.NAM.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
MM|NAM|97|-1.18|7.07|-0.27|3.34|2010-04-11T09:40:00Z|2012-12-10T16:53:00Z
MM|NAM|2|24.97|116.10|24.97|121.71|2013-03-13T03:12:00Z|2013-05-21T03:05:00Z
MM|NAM|1|35.31|NA|35.31|0.00|2013-05-24T05:44:00Z|2013-05-24T05:44:00Z
MM|NAM|2|11.07|33.83|11.07|35.46|2013-05-24T14:56:00Z|2013-06-13T16:47:00Z
MM|NAM|1|-93.72|NA|-93.72|0.00|2013-09-01T11:52:00Z|2013-09-01T11:52:00Z
MM|NAM|0|NA|NA|NA|NA|NA|2013-09-01T11:52:00Z
MM|NAM||||||2013-09-01T11:52:00Z|NULL
#NET=NM,STA=AGL,MINCC=0.80,XYFILE=NM.AGL.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
NM|AGL|91|4.53|6.78|4.19|3.25|2007-08-08T17:04:00Z|2009-10-14T18:00:00Z
NM|AGL|1|0.36|NA|0.36|0.00|2009-10-15T12:11:00Z|2009-10-15T12:11:00Z
NM|AGL|118|3.26|8.43|3.81|3.18|2009-10-16T09:52:00Z|2012-03-21T22:15:00Z
NM|AGL|1|3.86|NA|3.86|0.00|2012-04-11T08:38:00Z|2012-04-11T08:38:00Z
NM|AGL|60|2.85|5.30|2.95|4.81|2012-04-14T22:05:00Z|2013-09-01T11:52:00Z
NM|AGL||||||2013-09-01T11:52:00Z|NULL
#NET=NM,STA=ARS,MINCC=0.80,XYFILE=NM.ARS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
NM|ARS|208|-6.75|7.17|-7.25|3.21|2007-07-30T22:42:00Z|2011-10-14T03:35:00Z
NM|ARS|56|81.23|11.99|82.56|2.57|2011-10-23T10:41:00Z|2012-12-10T16:53:00Z
NM|ARS|28|-1.40|2.74|-2.05|2.38|2012-12-14T10:36:00Z|2013-09-01T11:52:00Z
NM|ARS||||||2013-09-01T11:52:00Z|NULL
#NET=NM,STA=BAC,MINCC=0.80,XYFILE=NM.BAC.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
NM|BAC|332|8.18|5.03|8.03|4.86|2007-08-15T20:22:00Z|2012-02-14T08:19:00Z
NM|BAC|6|-7.90|15.09|-13.54|3.81|2012-03-09T07:09:00Z|2012-04-11T08:38:00Z
NM|BAC|22|9.66|6.44|9.39|3.77|2012-04-14T19:26:00Z|2012-07-25T11:20:00Z
NM|BAC|61|3.33|8.67|3.02|5.69|2012-07-28T20:03:00Z|2013-05-19T18:44:00Z
NM|BAC|1|15.91|NA|15.91|0.00|2013-05-21T01:55:00Z|2013-05-21T01:55:00Z
NM|BAC|19|0.61|4.99|0.64|4.27|2013-05-23T17:19:00Z|2013-08-31T06:38:00Z
NM|BAC||||||2013-08-31T06:38:00Z|NULL
#NET=NM,STA=BHS,MINCC=0.80,XYFILE=NM.BHS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
NM|BHS|77|-2.79|6.42|-3.55|6.97|2007-08-26T12:37:00Z|2008-09-06T05:47:00Z
NM|BHS|3|-17.17|32.20|-6.01|20.73|2008-09-26T18:46:00Z|2008-12-11T17:06:00Z
NM|BHS|1|4.18|NA|4.18|0.00|2009-01-19T03:35:00Z|2009-01-19T03:35:00Z
NM|BHS|141|-2.85|6.22|-3.66|5.78|2009-02-11T17:34:00Z|2012-08-03T07:22:00Z
NM|BHS|1|-7.85|NA|-7.85|0.00|2012-08-11T12:23:00Z|2012-08-11T12:23:00Z
NM|BHS|51|0.03|4.90|-0.00|4.94|2012-08-18T09:41:00Z|2013-09-01T11:52:00Z
NM|BHS||||||2013-09-01T11:52:00Z|NULL
#NET=NM,STA=BLM,MINCC=0.80,XYFILE=NM.BLM.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
NM|BLM|2|-26.62|83.88|-26.62|87.93|2007-08-08T17:05:00Z|2007-08-12T12:05:00Z
NM|BLM|1|-36.01|NA|-36.01|0.00|2007-08-15T20:22:00Z|2007-08-15T20:22:00Z
NM|BLM|1|36.72|NA|36.72|0.00|2007-08-16T08:39:00Z|2007-08-16T08:39:00Z
NM|BLM|1|64.45|NA|64.45|0.00|2007-08-17T03:04:00Z|2007-08-17T03:04:00Z
NM|BLM|1|-11.10|NA|-11.10|0.00|2007-08-31T19:51:00Z|2007-08-31T19:51:00Z
NM|BLM|491|-0.03|4.00|0.10|3.25|2007-09-02T01:05:00Z|2013-09-02T04:30:00Z
NM|BLM||||||2013-09-02T04:30:00Z|NULL
#NET=NM,STA=BTO,MINCC=0.80,XYFILE=NM.BTO.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
NM|BTO|18|-35.37|36.12|-52.26|10.99|2007-09-12T23:49:00Z|2008-03-03T09:31:00Z
NM|BTO|6|-0.01|37.25|12.66|28.45|2008-03-22T21:24:00Z|2008-06-27T11:40:00Z
NM|BTO|27|-58.34|31.04|-62.04|21.53|2008-07-05T02:12:00Z|2011-01-09T10:03:00Z
NM|BTO|42|-94.95|50.18|-107.51|46.20|2011-01-15T11:23:00Z|2013-04-16T10:44:00Z
NM|BTO|3|72.66|37.45|52.56|4.45|2013-05-14T00:32:00Z|2013-05-24T14:56:00Z
NM|BTO||||||2013-05-24T14:56:00Z|NULL
#NET=NM,STA=BYT,MINCC=0.80,XYFILE=NM.BYT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
NM|BYT|342|-1.77|5.77|-1.36|5.86|2007-08-12T12:05:00Z|2012-10-08T11:43:00Z
NM|BYT|60|2.21|6.87|2.30|7.36|2012-10-12T00:31:00Z|2013-08-30T16:25:00Z
NM|BYT||||||2013-08-30T16:25:00Z|NULL
#NET=NM,STA=CHF,MINCC=0.80,XYFILE=NM.CHF.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
NM|CHF|366|1.16|5.65|1.00|4.46|2007-08-15T20:22:00Z|2012-11-01T14:12:00Z
NM|CHF|1|-0.30|NA|-0.30|0.00|2012-11-02T18:17:00Z|2012-11-02T18:17:00Z
NM|CHF|57|-1.78|4.96|-2.33|4.00|2012-11-06T06:17:00Z|2013-09-01T11:52:00Z
NM|CHF||||||2013-09-01T11:52:00Z|NULL
#NET=NM,STA=CHR,MINCC=0.80,XYFILE=NM.CHR.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
NM|CHR|215|10.57|5.69|10.81|5.06|2007-11-22T08:48:00Z|2010-12-13T01:14:00Z
NM|CHR|23|-3.87|6.61|-3.89|5.26|2010-12-23T14:00:00Z|2012-06-23T04:34:00Z
NM|CHR|28|-12.81|5.87|-14.02|4.66|2012-07-06T02:28:00Z|2013-08-30T16:25:00Z
NM|CHR|2|2.08|12.27|2.08|12.86|2013-08-31T06:38:00Z|2013-09-01T11:52:00Z
NM|CHR||||||2013-09-01T11:52:00Z|NULL
#NET=NM,STA=CSQ,MINCC=0.80,XYFILE=NM.CSQ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
NM|CSQ|322|-4.87|4.64|-4.92|3.42|2007-09-02T01:05:00Z|2012-09-11T16:36:00Z
NM|CSQ|64|0.15|4.29|0.36|3.67|2012-09-14T04:51:00Z|2013-09-02T04:30:00Z
NM|CSQ||||||2013-09-02T04:30:00Z|NULL
#NET=NM,STA=DSH,MINCC=0.80,XYFILE=NM.DSH.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
NM|DSH|56|51.65|10.06|53.56|3.31|2007-08-08T17:04:00Z|2008-03-20T14:10:00Z
NM|DSH|19|-12.64|6.22|-13.45|7.13|2008-03-26T18:33:00Z|2008-06-25T01:52:00Z
NM|DSH|4|22.81|52.79|-0.31|9.45|2008-06-25T02:53:00Z|2009-10-08T02:12:00Z
NM|DSH|3|100.84|2.53|101.56|2.03|2009-10-09T13:12:00Z|2009-11-12T02:13:00Z
NM|DSH||||||2009-11-12T02:13:00Z|NULL
#NET=NM,STA=DSM,MINCC=0.80,XYFILE=NM.DSM.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
NM|DSM|2|-0.03|52.13|-0.03|54.65|2007-08-15T20:22:00Z|2007-08-16T08:39:00Z
